,AB1_count,AB1_25%,AB1_50%,AB1_75%,AB1_mean,AB2_count,AB2_25%,AB2_50%,AB2_75%,AB2_mean,AF1_count,AF1_25%,AF1_50%,AF1_75%,AF1_mean,AF2_count,AF2_25%,AF2_50%,AF2_75%,AF2_mean,BC_count,BC_25%,BC_50%,BC_75%,BC_mean,CFI_count,CFI_25%,CFI_50%,CFI_75%,CFI_mean,CFR_count,CFR_25%,CFR_50%,CFR_75%,CFR_mean,FM_count,FM_25%,FM_50%,FM_75%,FM_mean,HI_count,HI_25%,HI_50%,HI_75%,HI_mean,HR_count,HR_25%,HR_50%,HR_75%,HR_mean,OT1_count,OT1_25%,OT1_50%,OT1_75%,OT1_mean,RT_count,RT_25%,RT_50%,RT_75%,RT_mean,SL1_count,SL1_25%,SL1_50%,SL1_75%,SL1_mean,SL2_count,SL2_25%,SL2_50%,SL2_75%,SL2_mean,tl_mean,tl_25%,tl_50%,tl_75%,pc_count,pc_mean,pc_25%,pc_50%,pc_75%,totalbal_mean,totalbal_25%,totalbal_50%,totalbal_75%,AB1_perc,AB2_perc,AF1_perc,AF2_perc,BC_perc,CFI_perc,CFR_perc,FM_perc,HI_perc,HR_perc,OT1_perc,RT_perc,SL1_perc,SL2_perc,AB1_tl,AB2_tl,AF1_tl,AF2_tl,BC_tl,CFI_tl,CFR_tl,FM_tl,HI_tl,HR_tl,OT1_tl,RT_tl,SL1_tl,SL2_tl
balance,14817.0,0.0,4725.0,12000.0,7827.146115947898,399305.0,4264.0,11191.0,19836.0,13940.769166426666,73856.0,1692.75,5975.0,10437.25,7412.483142872617,393603.0,5146.0,11784.0,19624.0,13952.949738696097,1608778.0,190.0,1287.0,4715.0,4414.644468037231,129991.0,424.0,1607.0,4489.5,3227.3717795847406,568803.0,0.0,0.0,358.0,676.2674247498695,694665.0,69573.0,131605.0,225585.0,178291.43901736807,78206.0,9495.25,24404.0,49356.75,40003.5736260645,181829.0,0.0,20938.0,55151.0,46949.22858839899,401889.0,0.0,565.0,5467.0,7810.323499772325,1435468.0,0.0,0.0,385.0,556.4771447360721,168716.0,6671.0,15387.0,32056.25,26644.320686834682,306636.0,4704.0,11923.0,28207.25,23282.70243546094,6.469543038154051,2.0,5.0,9.0,2187710.0,2.9512878763638692,2.0,3.0,4.0,78035.36458077167,1163.0,15472.0,95254.0,0.006772835522075595,0.1825219064684076,0.03375950194495614,0.1799155281093015,0.7353707758340914,0.059418752942574656,0.25999926864163897,0.31753065991379115,0.03574788248899534,0.08311384964186296,0.18370305022146446,0.6561509523657157,0.07711991077427996,0.14016300149471364,16886,500769,95808,463329,4543795,211196,869670,809414,83366,193028,539972,4166401,668401,991449
balance,14953.0,0.0,4735.0,11896.0,7809.124791011837,399580.0,4303.75,11257.0,19897.25,14086.753356023824,74905.0,1662.0,5976.0,10424.0,7405.007169080835,391677.0,5231.0,11869.0,19686.0,14018.99628520439,1613179.0,192.0,1305.0,4806.0,4465.91041911654,133179.0,455.0,1698.0,4614.5,3304.127129652573,567017.0,0.0,0.0,378.0,679.206149021987,695015.0,70451.0,132397.0,226633.5,179551.7512082473,78592.0,9376.75,24265.5,49210.75,39835.21190451954,181143.0,0.0,21089.0,55461.5,47067.94803552994,403666.0,0.0,580.0,5431.0,7809.4640792140035,1439020.0,0.0,0.0,409.0,577.0249419743992,167994.0,6866.0,15750.0,32500.0,27136.551686369752,305930.0,4766.0,12022.0,28295.0,23363.627538979505,6.464057453676217,2.0,5.0,9.0,2191261.0,2.950743886739188,2.0,3.0,4.0,78474.31983227922,1156.0,15543.0,95852.0,0.0068239246716844774,0.18235162310651265,0.03418351351117005,0.178745023983907,0.7361875194237474,0.06077733323415148,0.2587628767180176,0.3171758179422716,0.035866106319603186,0.08266609956550132,0.18421630285027663,0.6567086257638867,0.0766654451477939,0.13961367450066423,17062,500373,97354,459858,4567757,218112,865789,814256,83711,192496,543289,4167926,668222,968232
balance,14466.0,0.0,5373.5,12218.75,8126.063113507535,399736.0,4358.0,11321.5,19988.0,14095.803592871294,75798.0,1676.0,5987.0,10444.0,7418.843359983113,391883.0,5275.0,11903.0,19718.0,14051.749060306265,1613934.0,162.0,1204.0,4622.0,4368.615281665793,134448.0,456.0,1714.0,4675.0,3345.1872991788646,576055.0,0.0,0.0,327.0,657.4906302349602,694426.0,71234.0,133029.0,227453.0,180340.1307569129,79683.0,8888.0,23720.0,48461.5,39233.75568188949,180213.0,0.0,21129.0,55400.0,47070.885041589674,402168.0,0.0,583.0,5440.0,7794.138136301247,1441897.0,0.0,0.0,352.0,551.0225425255757,172025.0,7500.0,16795.0,33860.0,28311.706978636827,301125.0,4869.0,12151.0,28453.0,23501.120737235367,6.481150814012091,2.0,5.0,9.0,2192535.0,2.954505629328608,2.0,3.0,4.0,78638.82654370398,1082.0,15679.0,96300.5,0.00659784222372733,0.18231681592312096,0.03457094185497609,0.1787351171132958,0.7361040986802947,0.06132079989601078,0.26273468838581826,0.31672288013646305,0.036342863397847695,0.08219389884311995,0.18342603424802797,0.6576392167057766,0.07845940885778334,0.13734102306234564,16509,500249,98588,459787,4574783,218668,885213,814443,84973,191263,540251,4191412,686628,947383
balance,14484.0,0.0,5480.5,12139.25,8153.106531344933,400316.0,4365.0,11348.0,20013.0,14119.647228689335,72056.0,2525.0,6446.0,10738.0,7857.513211946264,392667.0,5317.0,11944.0,19743.0,14072.208759585094,1610630.0,146.0,1148.0,4492.0,4281.609780023966,134186.0,415.25,1650.0,4631.0,3294.771272711013,576826.0,0.0,0.0,293.0,635.1188833374363,693613.0,71410.0,133092.0,227464.0,180525.79627544468,79053.0,9042.0,23833.0,48545.0,39218.7749484523,179264.0,0.0,21121.5,55402.25,47043.43197741878,401586.0,0.0,522.0,5398.0,7764.0863625724005,1441337.0,0.0,0.0,324.0,535.6337900157978,173481.0,7724.0,17006.0,34000.0,28451.704590128025,299452.0,4862.0,12170.0,28535.25,23559.08041689486,6.465924080249705,2.0,5.0,9.0,2191709.0,2.9515556125379785,2.0,3.0,4.0,78567.0239634915,1050.0,15648.0,96147.0,0.006608541553646036,0.18265016021743763,0.03287662732598169,0.17916018960546312,0.7348740184029905,0.06122436874603335,0.2631854867594193,0.3164713016189649,0.03606911318975284,0.08179188021767489,0.18322961670550242,0.6576315560140511,0.07915330000469953,0.136629452176361,16498,501034,90148,460384,4555077,216790,886066,811782,84486,190076,538819,4185109,692166,942989
balance,14677.0,0.0,5580.0,12147.0,8182.673162090346,402591.0,4361.0,11378.0,20062.0,14154.210563574446,73150.0,2554.25,6457.0,10747.75,7863.4126042378675,395402.0,5315.0,11981.0,19779.0,14100.670841320985,1606590.0,162.0,1190.0,4529.0,4288.150393690985,133598.0,413.0,1650.0,4644.75,3304.672285513256,579410.0,0.0,0.0,277.0,627.8950553148893,691807.0,72016.0,133493.0,227951.5,181166.97554231164,78409.0,9186.0,23877.0,48468.0,39263.10359780127,178810.0,0.0,21058.5,55239.75,46848.7666405682,402068.0,0.0,501.0,5382.25,7740.246818946049,1442507.0,0.0,0.0,326.0,532.1472186963391,168860.0,7817.0,17106.0,34000.0,28494.910298472107,301583.0,4912.0,12289.0,28853.0,23835.99304337446,6.434992155197073,2.0,5.0,9.0,2191897.0,2.9515355876667564,2.0,3.0,4.0,78622.21891676479,1089.0,15709.0,96216.0,0.006696026318754942,0.18367240796442533,0.03337291852673734,0.18039260056471632,0.732967835623663,0.06095085672365079,0.2643418007324249,0.3156202139060366,0.03577221009928842,0.08157773837000552,0.18343380186204006,0.6581089348632714,0.07703829148906176,0.1375899506226798,16743,504322,91904,464701,4495394,215369,890869,803090,83948,189720,539343,4179801,674334,955302
balance,14760.0,0.0,5697.5,12113.5,8227.910907859079,404263.0,4408.0,11465.0,20158.0,14258.91186183252,74260.0,2575.0,6471.0,10769.25,7880.203837866954,397042.0,5368.0,12068.0,19876.0,14187.441844943356,1607924.0,170.0,1215.0,4559.0,4302.199875740395,134343.0,420.0,1673.0,4675.0,3323.4775165062565,581738.0,0.0,0.0,281.0,626.5110633996748,692946.0,70990.25,132707.0,227132.75,180097.58003653964,75822.0,8770.0,23055.5,46270.75,37774.14379731476,178674.0,0.0,21082.0,55170.75,46869.53069277007,402731.0,0.0,506.0,5438.0,7762.92858508533,1439551.0,0.0,0.0,330.0,533.5892392836378,167723.0,7875.0,17227.0,34139.5,28576.88246096242,301873.0,4903.0,12303.0,28906.0,23876.127961096223,6.416961412701749,2.0,5.0,9.0,2193131.0,2.9517844579279577,2.0,3.0,4.0,78319.07234041195,1104.0,15693.0,95376.0,0.006730104129666673,0.1843314421254362,0.033860266440992354,0.18103888914980454,0.7331636824248072,0.06125625874605758,0.26525456071707526,0.31596197399972914,0.03457249019780396,0.08146982555989588,0.18363289744205885,0.6563907947131293,0.07647650778726853,0.1376447644942322,16844,506972,93411,467496,4497434,216020,897053,807541,81091,189595,540286,4132399,668745,958350
balance,14825.0,0.0,5779.0,12152.0,8294.830489038786,406659.0,4430.0,11522.0,20245.0,14328.43900663701,75592.0,2593.0,6494.0,10789.25,7897.263863900942,398617.0,5394.0,12129.0,19945.0,14242.72592990264,1609923.0,181.0,1252.0,4620.0,4327.584672683103,135355.0,428.0,1700.0,4718.0,3364.061238964205,574741.0,0.0,0.0,319.0,639.3234987585713,692425.0,70680.0,132476.0,226941.0,179879.82352312526,75224.0,8875.0,23114.0,46263.75,37774.535414229504,178526.0,0.0,20995.5,55002.0,46648.564825291556,403714.0,0.0,514.0,5489.0,7815.637072283845,1441043.0,0.0,0.0,337.0,538.3834660034433,165572.0,7917.0,17324.0,34232.0,28638.46707776677,304743.0,4872.0,12301.0,28956.0,23940.56411796169,6.418067754306462,2.0,5.0,9.0,2194783.0,2.9510703336047346,2.0,3.0,4.0,78233.41615002486,1126.0,15721.0,95042.0,0.006754654104756598,0.18528437663313413,0.03444167373266514,0.18162023307087763,0.7335226307110999,0.0616712449476782,0.26186689071311375,0.3154867702182858,0.03427400339805803,0.08134107107627497,0.18394255833036796,0.656576527155532,0.07543889304774094,0.1388488064651494,16861,510794,95203,469685,4505563,217889,881806,805562,80306,189561,543106,4139817,660171,969942
balance,15061.0,0.0,5949.0,12188.0,8385.733085452493,408754.0,4471.0,11589.0,20348.0,14699.72120884444,77130.0,2604.25,6499.0,10815.0,7934.223739141708,399851.0,5386.0,12158.0,20000.0,14275.375387331782,1613207.0,187.0,1271.0,4644.0,4345.524843990883,137769.0,407.0,1694.0,4791.0,3387.935304749254,571575.0,0.0,0.0,351.0,651.1425884617067,691139.0,71012.0,132817.0,227340.0,180260.31172021836,73966.0,8702.0,22866.5,45890.75,37606.64270070032,178356.0,0.0,20840.5,54836.25,46419.709429455695,404534.0,0.0,530.0,5553.0,7857.998341301349,1436864.0,0.0,0.0,336.0,540.7230649525634,160195.0,7967.5,17384.0,34532.0,28896.76268298012,308555.0,4904.0,12406.0,29213.5,24080.462138030496,6.41109702381603,2.0,5.0,9.0,2195832.0,2.949659172468568,2.0,3.0,4.0,78314.20284520857,1129.0,15779.0,95041.0,0.006858903595539185,0.1861499422542344,0.035125638026952885,0.18209544263859895,0.7346677705762554,0.06274113866634606,0.2602999683035861,0.3147503998484401,0.03368472633607671,0.08122479315357459,0.1842281194554046,0.6543597142222174,0.072954123994914,0.14051849139642741,17214,513644,97221,471441,4519738,227230,874505,805274,78881,189493,544945,4107315,638903,991888
balance,15153.0,0.0,5985.0,12102.0,8371.541410941727,410706.0,4574.0,11695.0,20499.0,14826.415343335622,78270.0,2697.0,6555.5,10861.0,8002.840321962438,402826.0,5307.0,12160.0,20036.0,14260.286639889184,1617574.0,192.0,1287.0,4692.0,4366.681755517831,138918.0,420.0,1729.0,4830.0,3411.4061244763097,573334.0,0.0,0.0,350.0,649.5593179542815,690507.0,71141.0,132970.0,227527.5,180447.35877695665,73119.0,8656.5,22916.0,46061.0,37680.71789822071,178081.0,0.0,20790.0,54681.0,46323.72599547397,403378.0,0.0,572.0,5700.0,7926.746929678862,1437329.0,0.0,0.0,338.0,543.2667844314002,161060.0,8000.0,17426.0,34662.25,28980.056550353904,306595.0,4877.0,12354.0,29134.0,24022.05574781063,6.412992239358404,2.0,5.0,9.0,2198143.0,2.9510591440138336,2.0,3.0,4.0,78298.96145155252,1126.0,15783.0,94971.0,0.006893546052281403,0.18684225730537093,0.03560732854959846,0.1832574131892238,0.7358820604482966,0.06319789021915316,0.260826524934911,0.31413197412543226,0.03326398691986827,0.08101429251873059,0.18350853424913666,0.6538833005859946,0.07327093824196151,0.13947909667387426,17343,516126,98454,475181,4536095,230534,878454,799175,78007,189096,542926,4111024,643349,980910
balance,15214.0,0.0,5940.0,12044.0,8356.405021690549,411449.0,4648.0,11776.0,20604.0,14911.568033948315,79362.0,2695.0,6550.0,10837.75,7994.10894382702,404175.0,5388.0,12244.0,20125.0,14360.89842518711,1623359.0,189.0,1279.0,4688.0,4366.046109332563,138300.0,430.0,1734.0,4821.0,3411.575112075199,575598.0,0.0,0.0,351.0,648.8018148082516,689866.0,71203.0,133047.5,227644.0,180490.54293587452,72514.0,8618.0,22853.0,46010.0,37722.973784372676,177815.0,0.0,20818.0,54725.5,46360.16543598684,403127.0,0.0,602.0,5795.0,7978.133541042897,1439082.0,0.0,0.0,338.0,545.6445219938822,164737.0,7773.0,17207.0,34525.0,28888.728828374926,305616.0,4894.0,12372.0,29242.0,24108.18677687032,6.422446413494448,2.0,5.0,9.0,2202980.0,2.9506459432223626,2.0,3.0,4.0,78192.1500059011,1127.0,15783.0,94663.0,0.006906099919200356,0.18676928524090097,0.03602483908160764,0.18346739416608412,0.7368923004294183,0.06277859989650382,0.26128153682738836,0.31315127690673544,0.03291632243597309,0.08071566696020845,0.1829916749130723,0.6532433340293602,0.07477916277042915,0.1387284496454802,17401,517162,99613,476759,4562076,229541,882931,797240,77347,188853,543189,4125842,655812,974755
balance,15466.0,0.0,6072.5,12031.5,8320.498771498771,413466.0,4517.0,11764.0,20651.0,14902.851192117369,80619.0,2756.0,6560.0,10841.0,8010.111040821643,405514.0,5431.0,12312.0,20197.0,14433.136924989027,1629591.0,183.0,1255.0,4627.0,4340.743436236455,140138.0,453.0,1756.0,4809.0,3407.9627367309367,577609.0,0.0,0.0,354.0,647.9131679042397,691514.0,70868.25,132832.0,227515.0,180232.56148971675,72296.0,8835.0,22896.0,45817.75,37679.721312382426,177780.0,0.0,21099.5,54934.25,46696.45421869727,403009.0,0.0,617.0,5805.0,7975.42794825922,1444826.0,0.0,0.0,341.0,546.3606233553382,174064.0,7500.0,16654.0,34012.5,28382.073628090817,306946.0,4819.0,12295.0,29185.5,24088.946062173804,6.4562083072123695,2.0,5.0,9.0,2212463.0,2.952744520473337,2.0,3.0,4.0,78063.03282676365,1125.0,15750.0,94252.5,0.006990399387469983,0.1868804133673648,0.03643857546996266,0.18328622896744487,0.7365506225414843,0.06334026828923241,0.2610705806153594,0.31255392745550997,0.03267670464997607,0.08035388614408467,0.18215400664327494,0.6530396214535565,0.07867431003365932,0.13873497545495675,17675,519532,100939,478497,4597758,231661,887409,800251,77231,188844,542951,4156056,701940,983378
balance,15556.0,0.0,5987.0,11814.25,8190.730714836719,413861.0,4646.0,11870.0,20757.0,14733.517122898751,81595.0,2777.5,6528.0,10804.0,8015.0591825479505,406184.0,5509.0,12381.0,20243.0,14491.965491009001,1631842.0,184.0,1256.0,4632.0,4342.025509822643,141299.0,455.0,1760.0,4829.0,3424.566196505283,579657.0,0.0,0.0,350.0,646.1284242232907,691339.0,71120.0,133478.0,229000.0,181148.39653339388,71947.0,8765.5,22792.0,45618.0,37561.98931157658,177347.0,0.0,20850.0,54529.5,46542.57954180223,402360.0,0.0,642.0,5849.0,8050.197261159161,1445359.0,0.0,0.0,349.0,550.5454098255174,176476.0,7306.0,16330.0,33867.0,28148.027884811534,307996.0,4780.0,12267.0,29188.25,24109.10699164924,6.406496027909088,2.0,5.0,9.0,2216339.0,2.952083593710168,2.0,3.0,4.0,78204.9768857562,1138.0,15750.0,94191.0,0.007018781874072513,0.18673181313869402,0.03681521644477673,0.18326799284766454,0.7362781596136692,0.0637533337634721,0.26153805893412513,0.3119283647492554,0.03246209176484283,0.08001799363725495,0.18154262502261612,0.6521380528881187,0.07962500321476092,0.1389661058168448,17774,518690,101906,479069,4589316,232653,891787,803422,76688,188230,541149,4048837,715967,993479
balance,15668.0,0.0,5983.0,11726.25,8183.263403114628,412569.0,4820.0,11999.0,20884.0,14871.99441790343,83369.0,2719.0,6433.0,10699.0,7940.653036500378,411811.0,5513.0,12345.0,20211.5,14476.856997506138,1635592.0,217.0,1361.0,4834.0,4452.90972809845,142329.0,467.0,1783.0,4882.0,3458.863639876624,582912.0,0.0,0.0,372.0,652.8821382987484,692232.0,71583.0,133496.5,228185.0,180945.02186983556,71832.0,8688.75,22698.0,45502.5,37538.730468314956,176559.0,0.0,21018.0,54717.0,46606.363578180666,402026.0,0.0,673.0,5881.0,8058.244474237985,1437964.0,0.0,0.0,422.0,589.5334041742352,166357.0,6940.0,15755.0,33458.0,27735.12542904717,317616.0,4942.0,12608.0,29953.0,24666.088610145584,6.408668850854466,2.0,5.0,9.0,2215011.0,2.956570418837649,2.0,3.0,4.0,78446.79016898788,1258.0,16056.0,95021.5,0.007073554036526229,0.18626047455294806,0.03763818780132469,0.185918264062797,0.7384125857614251,0.06425656576874787,0.2631643815764346,0.31251853828265413,0.032429635789619105,0.07971021362873593,0.18150067877766746,0.6491904554875799,0.07510436742752068,0.1433925158836683,17884,516521,103711,486693,4592679,234222,898792,804519,76510,187425,540386,4023492,671354,1041084
balance,15372.0,0.0,6267.5,11927.25,8473.782136351809,413112.0,4901.0,12071.0,20970.0,14975.220533414667,84300.0,2748.0,6404.0,10720.0,7965.715444839858,411029.0,5660.0,12440.0,20291.0,14585.463500142325,1638407.0,203.0,1339.0,4841.0,4456.435695159994,141993.0,520.0,1869.0,4973.0,3534.732944581775,584520.0,0.0,0.0,368.0,649.1584650653527,691181.0,71866.0,133711.0,228399.0,181168.25904502583,70988.0,8546.75,22496.5,45288.0,37340.61193441145,175819.0,3.0,21323.0,54917.5,46771.746739544644,401650.0,0.0,700.0,5885.0,8042.274691895929,1439255.0,0.0,0.0,419.0,594.8052290942189,164561.0,6878.0,15804.0,33750.0,27910.51620371777,316612.0,5042.0,12779.0,30125.25,24871.34107045848,6.404510148510942,2.0,5.0,9.0,2216335.0,2.9547875208395844,2.0,3.0,4.0,78424.07782803592,1231.0,16061.0,94973.0,0.006935774600861332,0.1863942048471914,0.038035766253747744,0.18545436497641377,0.7392415857711041,0.06406657838278058,0.2637326938391534,0.3118576388497226,0.03202945403109187,0.07932871158917763,0.18122260398360357,0.6493851335650973,0.07424915457275186,0.14285385557688707,17562,516906,104765,485066,4603110,230151,902335,801834,75612,186527,540376,4025258,665207,1039831
balance,15403.0,0.0,6320.0,11953.5,8523.39648120496,412638.0,5011.0,12148.0,21058.0,15068.40210547744,85183.0,2796.0,6393.0,10733.0,7988.838829343883,407629.0,5664.0,12465.0,20321.0,14618.27445544846,1642693.0,165.0,1219.0,4636.0,4338.936708806819,141114.0,510.0,1845.0,4946.75,3519.4727029210426,588664.0,0.0,0.0,350.0,642.5521927619151,690515.0,71919.0,133797.0,228516.5,181277.40707442997,69504.0,8370.0,22108.5,44411.0,36912.105475943834,174952.0,27.75,21408.0,54928.25,46777.71505898761,401291.0,0.0,679.0,5860.0,7996.593541843699,1438868.0,0.0,0.0,362.0,571.2077452552979,165430.0,7760.0,17482.0,35401.5,29435.96859094481,315277.0,5026.0,12841.0,30338.0,25285.27475838707,6.395644281484182,2.0,5.0,9.0,2216764.0,2.9543789956892117,2.0,3.0,4.0,78396.85963999777,1133.0,16105.0,95008.25,0.0069484167011012446,0.1861443076484461,0.03842673374342059,0.18388470761885342,0.741031972731423,0.06365765593450634,0.2655510464803651,0.31149684855943166,0.03135381123114594,0.07892224882757028,0.1810255850419801,0.6490848822878755,0.07462679834208784,0.14222398054100482,17574,515307,105995,479438,4621375,227640,909599,797383,74004,185173,539112,4021068,666895,1017071
balance,15628.0,0.0,6196.0,11845.25,8486.07838495009,412739.0,5050.0,12173.0,21054.5,15083.093335013167,85956.0,2780.0,6321.0,10685.25,7931.811985201731,408419.0,5693.0,12466.0,20296.0,14615.38363543322,1651021.0,144.0,1160.0,4521.0,4283.010150082888,141244.0,468.0,1779.5,4890.0,3460.44235507349,590425.0,0.0,0.0,319.0,631.0328238133548,689507.0,72109.0,133825.0,228431.0,181292.1639678785,70048.0,8652.0,22497.0,45089.25,37331.09070922796,174503.0,9.0,21307.0,54870.5,46613.90889554907,402716.0,0.0,613.0,5846.0,7956.574173859494,1440015.0,0.0,0.0,333.0,554.9919410561696,164447.0,8000.0,17551.0,35475.5,29563.48840659909,315141.0,5077.0,12948.0,30649.0,25522.463789224505,6.40720590852064,2.0,5.0,9.0,2219845.0,2.9559762055458827,2.0,3.0,4.0,78204.27189285739,1091.0,16075.0,94673.0,0.007040131180330159,0.1859314501688181,0.0387216224556219,0.18398536834779006,0.7437550819989684,0.06362786590955676,0.26597577758807484,0.3106104255026815,0.031555356342447334,0.07861044352195762,0.18141627005489122,0.6487006975712268,0.07408039750523122,0.14196531739828683,17916,514699,106877,480259,4667087,226070,912948,794921,74567,184657,540200,4024833,661205,1016765
balance,15681.0,0.0,6203.0,11862.0,8520.328231617881,416918.0,5037.0,12202.0,21107.75,15111.619140934188,86975.0,2767.0,6314.0,10698.0,7928.117217591262,414660.0,5717.0,12505.0,20307.0,14640.544282062412,1661386.0,153.0,1197.0,4568.0,4298.283530136886,139313.0,454.0,1802.0,4962.0,3499.774206283692,593398.0,0.0,0.0,300.0,622.2675843194618,689298.0,71260.0,133245.0,228026.75,180611.367536247,69914.0,8620.0,22443.5,45027.0,37284.55694138513,174034.0,0.0,21107.0,54618.75,46479.65810703656,413483.0,0.0,500.0,5597.5,7776.592000154783,1443638.0,0.0,0.0,331.0,550.4837964919184,161716.0,8067.0,17845.0,35812.0,29871.14819189196,317067.0,5039.0,12913.0,30609.5,25454.57468926126,6.434207204155476,2.0,5.0,9.0,2225882.0,2.9639850629997455,2.0,3.0,4.0,77854.38659910993,1126.0,16048.0,93611.5,0.007044847840092152,0.1873046280081334,0.03907439837331898,0.1862901986718074,0.746394462958953,0.06258777419467879,0.26659005284197457,0.309674097728451,0.031409571576570545,0.07818653459617356,0.1857614195181955,0.6485689717604077,0.07265254851784596,0.1424455564131432,17934,520867,108267,489430,4721466,220951,919091,797158,74475,184251,553436,4038087,651834,1024539
balance,15869.0,0.0,6193.0,11911.0,8604.972966160438,419126.0,5081.0,12247.0,21174.0,15172.472788612493,88461.0,2751.0,6301.0,10767.0,7946.69561727767,420919.0,5670.0,12463.0,20292.5,14620.571801225415,1665837.0,157.0,1210.0,4580.0,4298.994970096114,140122.0,460.0,1824.0,5000.75,3519.322711637002,595590.0,0.0,0.0,308.0,623.5073372622106,687676.0,70834.75,133112.0,228317.5,180448.35424385904,70164.0,8586.75,22245.5,44514.5,36955.262684567584,173456.0,0.0,20987.0,54507.25,46466.00346485564,414037.0,0.0,503.0,5731.0,7914.75083869316,1447499.0,0.0,0.0,343.0,559.2363324603333,157430.0,8039.0,17753.0,35741.75,29765.273321476212,319111.0,5016.0,12967.0,30759.0,25575.912557072617,6.4375280826322205,2.0,5.0,9.0,2230026.0,2.9664663102582662,2.0,3.0,4.0,77602.42604436002,1145.0,16012.0,92731.0,0.00711606053023597,0.18794668761709504,0.039668147366891685,0.1887507141172345,0.7470033981666582,0.06283424498189707,0.2670776035795098,0.30837129253201534,0.031463310293243216,0.07778205276530409,0.18566465144352576,0.6490951226577627,0.0705955894684636,0.14309743473842906,18184,523340,110299,498194,4738617,221360,923591,797210,74643,183877,553715,4047699,631032,1034094
balance,15944.0,0.0,5825.5,11439.25,8252.543401906674,420768.0,5080.0,12264.0,21199.0,15199.976942162903,89860.0,2705.0,6270.0,10753.0,7918.031615846873,424178.0,5655.25,12480.0,20339.0,14645.14830094913,1672604.0,168.0,1252.0,4650.0,4334.100327991563,141359.0,462.0,1855.0,5061.0,3555.66679164397,597818.0,0.0,0.0,325.0,625.8843126168834,687920.0,71015.0,133283.5,228442.25,180584.81039510408,70646.0,8544.25,22115.0,44045.75,36705.60602157235,174451.0,0.0,20866.0,54211.5,46189.98415600942,414805.0,0.0,506.0,5749.0,7931.925434842878,1451555.0,0.0,0.0,348.0,563.7036881137815,154352.0,8000.0,17703.0,35507.0,29673.421270861407,321766.0,5029.0,13024.5,30926.75,25724.747083284125,6.454924293113719,2.0,5.0,9.0,2234341.0,2.9709099909100716,2.0,3.0,4.0,77616.52160748963,1166.0,16071.0,92763.0,0.007135884808988422,0.18831861385527096,0.04021767492070369,0.18984479092493045,0.7485894051087099,0.06326652914662534,0.2675589804779127,0.30788496473904386,0.03161827133817085,0.07807716011119162,0.18564981800002775,0.6496568786948814,0.06908166658536007,0.14400935219825442,18246,525898,112169,502826,4779259,223589,928783,799281,75219,185071,555174,4055847,616051,1045089
balance,15733.0,0.0,6160.0,11917.0,8699.056696116442,424092.0,5127.0,12315.0,21300.0,15279.946860586853,91119.0,2699.0,6275.0,10783.0,7915.953544266289,426662.0,5686.0,12537.0,20424.0,14728.612262165367,1674692.0,175.0,1266.0,4672.0,4350.386926670695,142283.0,476.0,1886.0,5150.0,3600.5542545490325,597876.0,0.0,0.0,327.0,626.2515120192147,689544.0,70689.0,133265.0,228798.0,180708.1938541993,69391.0,8598.5,22226.0,44339.0,36888.20955167097,173252.0,0.0,20777.0,54083.0,46420.84372474776,415010.0,0.0,548.0,5887.0,7998.298055468543,1452318.0,0.0,0.0,348.0,564.8394786816662,149487.0,8046.0,17709.0,35869.5,29885.328429896916,325496.0,5145.0,13242.5,31255.0,25679.06212979576,6.454865775713874,2.0,5.0,9.0,2236108.0,2.972555440077134,2.0,3.0,4.0,77799.79317501659,1170.0,16178.0,92854.25,0.007035885565455694,0.18965631355909465,0.040748926259375665,0.1908056319283326,0.748931625842759,0.06362975312462546,0.2673734900103215,0.3083679321392348,0.03103204317501659,0.07747926307673869,0.18559479238033225,0.6494847297178848,0.06685142220322095,0.1455636310947414,17916,530752,113935,506267,4772708,224954,929896,804004,73964,183676,556513,4057655,594470,1067067
balance,13308.0,3651.5,7877.0,13611.0,10567.440787496244,426369.0,5180.0,12385.0,21411.0,15373.10215798991,92464.0,2696.0,6307.0,10872.0,7970.948574580378,429029.0,5762.0,12614.0,20537.0,14841.814814383177,1677151.0,184.0,1293.0,4723.0,4405.976026607026,143125.0,496.0,1929.0,5225.0,3647.127252401747,599839.0,0.0,0.0,331.0,627.896705616007,689983.0,72387.5,134750.0,230534.5,182599.87522156342,69958.0,8551.25,22001.0,43782.0,36600.78712942051,172589.0,0.0,20865.0,54048.0,46051.46103169959,411486.0,0.0,621.0,6058.0,8114.674460370462,1453034.0,0.0,0.0,346.0,563.0412309691308,146288.0,8000.0,17523.0,35981.0,29790.8956031937,320968.0,4993.0,13004.0,30810.0,25259.671446997832,6.448339431409722,2.0,5.0,9.0,2235951.0,2.972154130390156,2.0,3.0,4.0,78360.4168870427,1179.0,16249.0,94156.5,0.005951829892515533,0.19068798913750792,0.041353321248989806,0.1918776395368235,0.75008396874529,0.06401079451204432,0.2682701901785862,0.3085859216056166,0.03128780550199892,0.07718818525092902,0.18403176098223978,0.6498505557590484,0.06542540511844848,0.14354876292011767,14853,534264,115599,509760,4766409,226376,933620,803552,74619,182713,552886,4055263,594417,1053840
