,Unknown_count,18–24_count,25–34_count,35-44_count,45-54_count,55–64_count,65–74_count,75+_count,Unknown_SL_count,18–24_SL_count,25–34_SL_count,35-44_SL_count,45-54_SL_count,55–64_SL_count,65–74_SL_count,75+_SL_count,Unknown_SL_mean,18–24_SL_mean,25–34_SL_mean,35-44_SL_mean,45-54_SL_mean,55–64_SL_mean,65–74_SL_mean,75+_SL_mean,Unknown_SL_25%,18–24_SL_25%,25–34_SL_25%,35-44_SL_25%,45-54_SL_25%,55–64_SL_25%,65–74_SL_25%,75+_SL_25%,Unknown_SL_50%,18–24_SL_50%,25–34_SL_50%,35-44_SL_50%,45-54_SL_50%,55–64_SL_50%,65–74_SL_50%,75+_SL_50%,Unknown_SL_75%,18–24_SL_75%,25–34_SL_75%,35-44_SL_75%,45-54_SL_75%,55–64_SL_75%,65–74_SL_75%,75+_SL_75%,Unknown_SL_90%,18–24_SL_90%,25–34_SL_90%,35-44_SL_90%,45-54_SL_90%,55–64_SL_90%,65–74_SL_90%,75+_SL_90%,Unknown_SL_perc,18–24_SL_perc,25–34_SL_perc,35-44_SL_perc,45-54_SL_perc,55–64_SL_perc,65–74_SL_perc,75+_SL_perc
201212,15445.0,134698.0,350134.0,360547.0,402539.0,370250.0,244341.0,243387.0,2834.0,75771.0,146188.0,80859.0,55821.0,33760.0,7590.0,3212.0,26774.27240649259,17025.278563038628,27959.56073001888,29725.246391867324,26483.756167033913,26042.281990521325,22709.933992094862,21210.68711083437,7199.25,5400.0,6115.0,6282.5,5807.0,5274.0,4774.25,5279.25,16496.0,11541.0,15049.0,16371.0,14387.0,13552.0,11477.5,12504.0,31515.0,22250.0,34271.25,38165.0,33255.0,32392.25,27242.5,26603.75,59101.20000000007,36266.0,65618.8000000001,71177.99999999997,64217.0,64452.40000000001,56084.40000000001,50900.600000000006,0.18348980252508904,0.5625250560513148,0.4175201494285045,0.22426757121817684,0.13867227771719012,0.0911816340310601,0.031063145358331185,0.013197089409048141
201301,15764.0,132972.0,349929.0,359776.0,402297.0,371215.0,245989.0,245208.0,3174.0,74651.0,146269.0,81200.0,55768.0,34016.0,7685.0,3258.0,28210.439508506617,17166.67506128518,28163.719113414325,30105.4643226601,26905.080045904462,26302.758878174976,22874.038256343527,21324.028852056475,7430.75,5434.0,6250.0,6468.75,6011.0,5435.0,4879.0,5393.75,17210.0,11619.0,15218.0,16684.0,14649.5,13872.5,11646.0,12625.0,33031.5,22483.5,34545.0,38691.5,33788.75,32859.0,27333.0,27067.75,63724.200000000004,36589.0,65981.20000000001,71759.70000000004,64966.700000000026,64740.0,56017.4,51282.300000000025,0.20134483633595535,0.5614039045814156,0.417996222090767,0.22569598861513832,0.13862395195589328,0.09163422814272053,0.031241234364138233,0.01328667906430459
201302,15308.0,132135.0,349940.0,359668.0,401630.0,371513.0,246911.0,245856.0,3038.0,74166.0,146613.0,81575.0,55813.0,34206.0,7749.0,3288.0,29722.728439763003,17797.95758164118,28253.305777795966,30239.117597303095,27362.78010499346,26633.527685201425,23197.028777906828,21459.46593673966,7753.25,5500.0,6255.0,6521.0,6154.0,5490.0,4897.0,5417.25,18564.5,12037.5,15249.0,16843.0,15086.0,14047.5,11863.0,12781.0,34965.25,23226.75,34735.0,38847.0,34557.0,33204.0,27531.0,27295.75,66396.60000000006,37790.0,66329.0,72040.60000000003,65942.0,64992.5,57287.399999999994,51208.4,0.19845832244578,0.5612895901918492,0.4189661084757387,0.22680638811348244,0.1389662126833155,0.09207214821554023,0.03138377796047969,0.013373682155408044
201303,15400.0,130802.0,350099.0,359305.0,401373.0,371779.0,247863.0,247230.0,3184.0,73429.0,146914.0,81858.0,55880.0,34333.0,7802.0,3307.0,29277.834798994976,18265.440507156574,28102.100351225887,29840.553482860563,27090.974731567643,26160.152244196546,23078.39477057165,21610.324765648624,7875.75,5539.0,6125.0,6290.0,5951.75,5350.0,4814.0,5415.0,18368.0,12511.0,15156.0,16536.0,14876.5,13817.0,11748.5,12780.0,34391.0,24072.0,34627.75,38470.5,34329.25,33012.0,27365.0,27378.0,65429.70000000001,38554.999999999985,66002.10000000003,71132.30000000003,65558.1,64529.79999999999,57294.70000000001,51416.80000000001,0.20675324675324674,0.5613752083301479,0.41963558879059926,0.22782315859784863,0.13922212007284995,0.09234787333335126,0.03147706595982458,0.01337620838894956
201304,14705.0,130643.0,350875.0,359371.0,401158.0,372422.0,248931.0,248464.0,2711.0,73128.0,147152.0,82011.0,55783.0,34362.0,7866.0,3315.0,31027.348948727406,18415.09584564052,28672.526421659237,30371.875455731548,27659.305899646846,26670.602991676853,23394.543224002035,21574.067269984916,8533.5,5639.0,6333.0,6474.5,6117.0,5511.0,4875.0,5346.5,19183.0,12750.0,15535.0,16932.0,15210.0,14105.0,11841.5,12793.0,36854.0,24276.0,35362.25,39056.0,35036.5,33508.5,27644.75,27455.5,68890.0,38588.90000000001,67215.79999999999,72192.0,66932.80000000009,65557.70000000001,57795.0,51638.59999999997,0.1843590615436926,0.5597544453204535,0.41938582116138223,0.22820706178294853,0.13905493596039467,0.0922663000574617,0.031599117827831806,0.013341973082619614
201305,15209.0,128724.0,350930.0,359139.0,400876.0,372932.0,249877.0,249554.0,3217.0,71864.0,147237.0,82253.0,55767.0,34550.0,7921.0,3337.0,29136.697855144546,17977.195090726927,28072.089909465692,29750.48372703731,27143.898470421576,26365.66538350217,23207.371922737027,21382.94695834582,7669.0,5500.0,5949.0,6066.0,5773.0,5239.25,4700.0,5250.0,18322.0,12328.0,15011.0,16345.0,14805.0,13797.0,11774.0,12581.0,34500.0,23741.0,34551.0,38441.0,34468.0,33298.5,27475.0,26903.0,65507.6,37987.700000000004,66281.99999999997,71279.60000000005,66212.4,65083.3,58101.0,51524.00000000002,0.21151949503583403,0.5582797302756285,0.4195623058729661,0.22902831494212547,0.13911284287410572,0.09264423541020883,0.03169959620133105,0.013371855390015789
201306,14556.0,127562.0,351256.0,358891.0,400466.0,373325.0,250263.0,249229.0,3089.0,70985.0,147488.0,82497.0,55749.0,34638.0,7989.0,3341.0,28866.014891550665,17838.595069380855,28185.992914677805,30081.00136974678,27341.213062117706,26474.79320399561,23203.981724871697,21292.048488476503,7457.0,5500.0,6037.0,6234.0,5866.0,5241.0,4692.0,5221.0,18088.0,12254.0,15116.5,16586.0,14954.0,13864.5,11750.0,12481.0,34245.0,23507.0,34786.25,38884.0,34704.0,33296.75,27392.0,26839.0,65171.80000000003,37500.0,66381.30000000002,72074.40000000005,66609.00000000004,65300.799999999996,58229.79999999998,50812.0,0.21221489420170375,0.5564744986751541,0.4198874894663721,0.22986644970199865,0.13921031997722652,0.09278242817920043,0.03192241761666727,0.013405342074959175
201307,13298.0,126786.0,351610.0,358498.0,399645.0,373186.0,250564.0,247440.0,2350.0,70279.0,148137.0,82941.0,55765.0,34712.0,8063.0,3343.0,26848.325106382978,17613.36661022496,27994.47047665337,30115.014600740284,27349.85953555097,26528.952379580547,23089.293067096613,21410.365839066708,6500.0,5500.0,5987.0,6214.0,5834.0,5218.0,4641.5,5235.5,16211.0,12016.0,15002.0,16597.0,14917.0,13826.5,11724.0,12691.0,31213.75,23162.0,34559.0,38849.0,34697.0,33373.0,27285.5,26763.5,60498.7,37000.0,66068.4,72059.0,66512.99999999999,65561.40000000002,57843.200000000004,51604.4,0.17671830350428636,0.5543119902828388,0.42131054293108844,0.2313569392297865,0.13953633850041913,0.09301527924413028,0.03217940326623138,0.013510345942450696
201308,16124.0,162799.0,355962.0,360128.0,400675.0,374231.0,251725.0,247639.0,3093.0,88096.0,148454.0,83302.0,55881.0,34903.0,8134.0,3365.0,28472.162625282897,15552.134342081366,28333.014388295363,30327.809044200618,27531.583776238793,26549.526258487807,23201.26297024834,21315.122436849924,7094.0,5452.0,5938.0,6270.25,5853.0,5197.5,4674.0,5180.0,17215.0,10088.5,14949.5,16700.0,14964.0,13787.0,11776.0,12565.0,33500.0,19707.5,34551.0,39038.75,34861.0,33427.5,27358.5,26497.0,63463.800000000025,33076.0,66794.70000000001,72393.90000000001,66899.0,65686.2,58189.69999999999,51669.399999999994,0.1918258496650955,0.5411335450463455,0.41705013456492546,0.23131220010662876,0.13946714918574904,0.09326592398812499,0.03231304002383553,0.013588328171249279
201309,15566.0,166097.0,357398.0,361035.0,400837.0,374906.0,252648.0,248075.0,2965.0,90904.0,149704.0,85035.0,57196.0,35529.0,8332.0,3403.0,28796.515008431703,15624.398981342954,28520.324179714637,30291.585453048745,27550.607000489545,26607.971966562527,23297.012361977915,21382.03438142815,7047.0,5031.0,6010.75,6250.0,5825.0,5207.0,4547.5,5209.0,17750.0,10000.0,15042.0,16577.0,14891.0,13772.0,11720.5,12526.0,34368.0,20000.0,34765.0,38949.0,34932.25,33584.0,27373.25,26643.5,63781.399999999994,33249.7,67127.80000000005,72393.20000000001,67141.5,65696.0,58487.700000000164,51676.40000000001,0.19047924964666582,0.5472946531243791,0.41887195787329534,0.2355311811874195,0.142691418207401,0.09476775511728273,0.03297868971850163,0.013717625718028821
201310,15526.0,169225.0,357884.0,360653.0,400118.0,375761.0,253804.0,249287.0,3116.0,94030.0,149907.0,84731.0,57022.0,35531.0,8362.0,3465.0,29430.587933247753,15524.156662767202,28916.046762325976,30683.223247689748,27943.617463435166,26887.864540823506,23468.98612772064,21394.374314574314,7487.75,4750.0,6178.0,6388.0,5958.25,5282.5,4639.75,5164.0,17750.0,9854.0,15348.0,16914.0,15040.0,13934.0,11742.5,12391.0,34376.0,20250.0,35256.0,39488.5,35383.5,33940.5,27696.5,26696.0,67329.0,33250.0,67819.59999999998,73029.0,68147.40000000001,66406.0,58511.60000000002,52013.2,0.20069560736828546,0.5556507608213916,0.4188703602284539,0.23493773793646525,0.14251295867719022,0.09455744475876954,0.032946683267403194,0.01389964177835186
201311,15791.0,170548.0,358410.0,360658.0,399847.0,376136.0,254872.0,250494.0,3552.0,95149.0,150250.0,85167.0,57174.0,35779.0,8415.0,3493.0,28347.352477477478,15422.964991749783,29483.368093178036,31128.513720102856,28330.175551824257,27337.835210598394,23638.05062388592,21483.920698539936,7924.75,4562.0,6397.25,6585.0,6119.0,5460.0,4713.0,5125.0,16555.0,9750.0,15802.5,17274.0,15310.5,14214.0,11912.0,12373.0,31963.75,20250.0,36000.75,40179.5,35921.5,34436.5,28056.0,26701.0,63415.8,33114.2,68772.80000000005,73889.40000000001,68899.1,67293.00000000001,58684.0,52351.00000000006,0.2249382559685897,0.557901587822783,0.4192126335760721,0.23614338237332874,0.14298969355778585,0.09512250887976689,0.03301657302489092,0.013944445775148306
201312,15990.0,170584.0,358975.0,360984.0,399694.0,376786.0,255915.0,251321.0,3701.0,94878.0,150406.0,85453.0,57175.0,35889.0,8432.0,3487.0,27879.973790867334,15395.896804317123,29743.410036833637,31468.240155407068,28696.31207695671,27580.819081055477,23938.815702087286,21699.932320045886,7750.0,4500.0,6550.0,6767.0,6248.0,5562.0,4855.5,5169.0,16250.0,9739.5,16016.5,17555.0,15529.0,14318.0,12128.0,12545.0,31768.0,20250.0,36309.5,40583.0,36392.5,34689.0,28378.25,26679.5,61625.0,33196.0,69068.0,74444.6,69622.0,67750.2,59839.20000000002,52519.00000000002,0.23145716072545341,0.55619518829433,0.41898739466536666,0.2367224032090065,0.14304693090214013,0.09525035431252754,0.03294843991168943,0.013874686158339335
201401,16069.0,170269.0,359332.0,360692.0,399169.0,377767.0,257509.0,252989.0,3647.0,94004.0,150647.0,85814.0,57136.0,36159.0,8552.0,3512.0,28395.484782012612,15543.34747457555,29862.917469315686,31543.020404595987,28884.003150378045,27734.715174645316,24139.449602432178,21785.035307517086,7513.0,4750.0,6547.0,6789.0,6285.0,5592.5,4896.25,5230.5,16389.0,9898.5,16049.0,17607.5,15694.0,14367.0,12302.0,12631.5,32024.5,20300.5,36407.5,40674.75,36724.0,34833.5,28815.25,26582.5,62586.00000000004,33392.399999999994,69404.79999999999,74588.79999999999,70171.5,68288.4,60096.50000000001,52801.3,0.2269587404318875,0.5520911029018788,0.4192418153685171,0.2379148969203642,0.1431373678817744,0.09571773077055433,0.033210489730456025,0.013882026491270372
201402,16113.0,169723.0,359628.0,360413.0,398866.0,378235.0,258367.0,253693.0,3755.0,93245.0,150656.0,85890.0,57054.0,36204.0,8595.0,3533.0,29301.196271637815,16500.69450372674,30253.747557349194,32025.256048434043,29523.824499596874,28121.856507568224,24388.082955206515,21996.53014435324,8000.0,5500.0,6669.0,7000.0,6500.0,5718.75,4913.0,5250.0,17166.0,10855.0,16300.0,17944.0,16230.5,14733.5,12425.0,12759.0,33513.5,21396.0,36955.5,41293.25,37568.5,35392.0,29286.5,26847.0,64081.799999999996,34648.600000000006,70260.0,75562.40000000002,71380.70000000001,69119.5,60953.000000000065,52628.000000000015,0.23304164339353317,0.5493951909876681,0.4189217747227691,0.23830993887567872,0.14304051987384234,0.09571827038745753,0.03326663234855844,0.01392628097740182
201403,16177.0,169120.0,360038.0,360013.0,398153.0,378290.0,258980.0,253404.0,3703.0,92503.0,150834.0,86056.0,56979.0,36312.0,8635.0,3521.0,28963.53875236295,16564.81360604521,30330.76695572616,32168.63560937064,29661.406307587007,28337.167768230887,24436.105964099595,22101.58648111332,8000.0,5500.0,6713.25,7054.0,6546.5,5806.0,4964.0,5398.0,17489.0,11000.0,16394.0,18040.0,16341.0,14901.5,12507.0,12929.0,33080.5,21500.0,37060.0,41445.25,37751.5,35692.5,29359.0,27158.0,64901.60000000012,34627.80000000002,70366.70000000001,75791.5,71589.00000000003,69582.40000000004,60484.00000000001,52559.0,0.2289052358286456,0.5469666508987701,0.41893911198262407,0.23903581259565626,0.14310830258719637,0.09598984905760131,0.03334234303807244,0.013894808290319017
201404,15438.0,168402.0,360656.0,360107.0,397970.0,378961.0,259717.0,253111.0,3741.0,91291.0,151150.0,86387.0,57061.0,36486.0,8757.0,3561.0,28548.033413525794,16489.729502360584,30270.455236520014,32238.01038350678,29771.11338742749,28393.674916406293,24484.503939705377,22056.309182813817,8000.0,5500.0,6688.25,7033.0,6535.0,5805.25,4907.0,5398.0,17489.0,11000.0,16343.5,18080.0,16368.0,14915.0,12490.0,12885.0,32535.0,21368.0,37002.5,41530.0,37880.0,35795.25,29438.0,27051.0,61906.0,34391.0,70189.1,75882.80000000002,71871.0,69734.0,60974.00000000002,52574.0,0.24232413525068014,0.5421016377477702,0.41909742247460186,0.23989258748094316,0.14338015428298614,0.09627903662909904,0.03371746939938471,0.01406892628135482
201405,15735.0,167792.0,361074.0,360063.0,397690.0,379427.0,260375.0,253403.0,4009.0,90241.0,151135.0,86545.0,56992.0,36585.0,8812.0,3567.0,29608.331254676978,16383.345463813566,30241.51628676349,32318.853948812757,29849.303182902862,28417.156812901463,24563.680435769405,22022.555368657137,8162.0,5500.0,6681.0,7072.0,6535.75,5775.0,4866.5,5385.5,17957.0,10972.0,16334.0,18117.0,16428.5,14916.0,12406.0,12776.0,33997.0,21205.0,36948.0,41669.0,38036.75,35795.0,29559.25,27022.0,65921.8,34101.0,70157.0,76097.6,71903.9,69838.59999999998,60745.30000000004,53075.40000000001,0.2547823323800445,0.5378146753122914,0.4185707084974271,0.24036071465271355,0.14330760139807389,0.09642170957786346,0.03384349495919347,0.014076392150053471
201406,15134.0,167390.0,361974.0,360001.0,397574.0,379978.0,261137.0,254013.0,3686.0,89364.0,151478.0,86758.0,57075.0,36652.0,8893.0,3593.0,29673.343190450352,16316.579338436059,30342.57429461704,32466.613787777496,30029.22955759965,28551.55582232893,24492.171033397055,21927.95352073476,7982.5,5500.0,6710.0,7091.5,6556.0,5793.5,4819.0,5237.0,17482.5,10938.0,16411.0,18191.0,16482.0,14954.0,12382.0,12762.0,33205.0,21108.0,37085.75,41900.0,38247.0,35935.75,29367.0,27096.0,65673.0,34000.0,70301.60000000003,76586.6,72384.6,70300.30000000002,60903.40000000002,52722.80000000004,0.24355755253072553,0.5338670171455882,0.4184775702122252,0.2409937750172916,0.1435581803639071,0.09645821600197906,0.034054921363115914,0.014144945337443359
201407,15035.0,166791.0,362512.0,359758.0,397160.0,380383.0,262137.0,254488.0,3597.0,88002.0,151778.0,87107.0,57039.0,36817.0,8988.0,3599.0,29116.146510981373,16262.900854526033,30387.11680876016,32594.95165715729,30102.132751275443,28659.90344134503,24556.619158878504,21989.14587385385,8000.0,5500.0,6725.0,7081.0,6575.5,5788.0,4775.25,5218.0,17320.0,10871.5,16399.0,18256.0,16502.0,14979.0,12430.5,12780.0,32699.0,21000.0,37118.0,42035.5,38308.0,36156.0,29462.75,27116.5,63355.20000000005,33882.90000000001,70371.0,77036.20000000007,72558.40000000001,70566.4,61330.4,53367.20000000003,0.2392417692051879,0.5276183966760797,0.41868407114798956,0.24212665180482434,0.1436171819921442,0.0967892886906092,0.03428741459618444,0.014142120650089591
201408,16060.0,166327.0,362607.0,359640.0,396741.0,380982.0,262965.0,255217.0,4176.0,86619.0,151455.0,87262.0,56989.0,36829.0,9043.0,3591.0,30431.13625478927,16101.231080940672,30313.18099765607,32552.675540326833,30145.93932162347,28732.530017106084,24717.47484241955,22117.8835978836,7890.5,5500.0,6699.0,7057.0,6561.0,5806.0,4811.5,5273.0,17721.0,10759.0,16363.0,18274.0,16515.0,15000.0,12514.0,12875.0,35101.75,20805.0,37024.0,42081.25,38403.0,36257.0,29525.0,27440.0,69301.0,33548.59999999999,70098.0,76874.90000000001,72625.00000000004,70763.20000000011,61547.40000000001,53831.0,0.2600249066002491,0.5207753401432119,0.4176836078729865,0.2426370815259704,0.14364282995707528,0.09666860901564904,0.03438860684882018,0.014070379324261315
201409,13832.0,168973.0,363887.0,359997.0,396691.0,381727.0,264094.0,256166.0,2806.0,88646.0,151845.0,87681.0,57347.0,37023.0,9134.0,3622.0,29720.73129009266,16139.057577330055,30509.87056537917,32701.526750379217,30304.361867229323,28855.721551468007,24796.507663674183,22108.24903368305,7765.0,5500.0,6730.0,7066.0,6568.0,5817.5,4853.25,5344.25,17441.5,10560.0,16480.0,18302.0,16510.0,15015.0,12550.5,12894.5,32884.25,21086.75,37284.0,42207.0,38749.0,36470.5,29820.0,27182.75,65895.5,33955.0,70539.20000000004,77181.0,73159.20000000001,71109.00000000001,61741.400000000074,53785.20000000001,0.20286292654713708,0.5246163588265581,0.4172861355310852,0.24356036300302503,0.1445634007325601,0.09698816169670996,0.03458617007580634,0.014139269067713905
201410,14876.0,172605.0,364727.0,360308.0,396610.0,382762.0,265496.0,257412.0,3752.0,92632.0,153044.0,89013.0,58449.0,37616.0,9333.0,3643.0,30334.36513859275,15969.027139649364,30486.664312223937,32679.23699909002,30285.986261527145,28825.48394300298,24809.260795028393,22107.499313752403,8213.5,4833.0,6657.0,6962.0,6449.0,5705.0,4763.0,5403.0,17930.5,10250.0,16420.0,18214.0,16367.0,14889.0,12477.0,12845.0,34572.75,21228.5,37219.0,42338.0,38750.0,36340.5,29911.0,27198.0,65400.500000000095,33889.700000000026,70500.0,77232.00000000001,73402.40000000005,71196.0,62011.80000000002,53815.600000000006,0.2522183382629739,0.5366704324903682,0.4196124772775254,0.24704697092487538,0.14737147323567232,0.09827516838139627,0.03515307198601862,0.014152409367084673
201411,14681.0,174022.0,365397.0,360574.0,396548.0,383298.0,266231.0,257909.0,3729.0,93948.0,153662.0,89712.0,58871.0,37889.0,9422.0,3669.0,30473.9093590775,15742.897645506024,30455.295349533393,32666.11687399679,30291.576276944506,28814.766422972367,24841.36446614307,22030.866993731262,8296.0,4750.0,6620.25,6896.0,6414.5,5628.0,4750.0,5181.0,17770.0,10000.0,16389.5,18155.0,16260.0,14841.0,12377.0,12778.0,33750.0,21000.0,37160.0,42385.0,38802.5,36318.0,29879.5,27064.0,65959.60000000005,33611.0,70370.49999999997,77177.90000000001,73515.0,71335.20000000001,62581.39999999998,53673.20000000001,0.2540017709965261,0.5398627759708543,0.42053437767688295,0.24880329696539408,0.14845869856864743,0.09884998095476627,0.0353903189335577,0.014225947911860385
201412,14937.0,174127.0,365888.0,360207.0,396020.0,383330.0,266843.0,256015.0,3861.0,93591.0,153815.0,89991.0,59021.0,37999.0,9533.0,3674.0,30806.184149184148,15610.516256905044,30513.772447420604,32813.39018346279,30543.27175073279,28959.249164451696,24937.919752438895,22072.485574305934,7805.0,4591.0,6628.5,6939.5,6421.0,5631.5,4760.0,5237.0,17423.0,9883.0,16407.0,18232.0,16340.0,14871.0,12515.0,12756.0,34804.0,20800.0,37198.0,42585.0,39197.0,36491.0,30190.0,27186.25,67548.0,33498.0,70383.80000000002,77544.0,74300.0,71803.20000000001,62649.20000000006,53809.700000000084,0.2584856396866841,0.537487006610118,0.42038820622704215,0.2498313469754891,0.1490354022524115,0.09912868807554848,0.03572512675993,0.014350721637404059
201501,14332.0,173900.0,366015.0,359711.0,395394.0,381591.0,270458.0,257241.0,3773.0,92685.0,153120.0,89851.0,58737.0,37895.0,9755.0,3692.0,29393.23217598728,15599.249285213356,30676.018769592476,33052.85439227165,30768.85681938131,29252.2131151867,25222.958790363915,22224.668201516793,8250.0,4500.0,6694.75,7049.5,6506.0,5739.5,4809.5,5297.5,17273.0,9833.0,16499.0,18430.0,16514.0,15017.0,12609.0,12841.5,33728.0,20735.0,37273.5,42909.5,39491.0,36717.5,30527.5,27309.0,64127.80000000002,33482.600000000006,70748.0,77813.0,74675.0,72381.59999999998,62780.80000000002,54335.900000000016,0.26325704716717835,0.5329787234042553,0.41834351051186425,0.24978663427028922,0.14855308881773624,0.09930789772295469,0.036068446856813256,0.014352299983284158
201502,13651.0,173222.0,366383.0,359580.0,395112.0,381771.0,271370.0,257972.0,3482.0,92016.0,153410.0,90038.0,58765.0,37990.0,9818.0,3713.0,30392.26651349799,16768.98053599374,31316.70231406036,33922.594793309494,31772.383833914744,29815.956593840485,25523.26858830719,22515.431995690815,8427.5,5500.0,6779.0,7203.25,6708.0,5805.25,4832.5,5318.0,18500.0,11000.0,16740.5,18748.0,17089.0,15288.0,12711.0,12905.0,34523.25,21976.0,37916.0,43724.5,40642.0,37399.0,30755.5,27810.0,65528.00000000002,35082.5,71909.0,79671.50000000001,76932.59999999999,73483.0,63453.00000000002,55795.6,0.25507288843308185,0.5312027340638025,0.4187148421187664,0.25039768618944325,0.14872998035999918,0.09950991563005047,0.03617938607804842,0.01439303490301273
201503,13755.0,172723.0,367171.0,359962.0,395122.0,382477.0,272084.0,258843.0,3673.0,91183.0,153295.0,90175.0,58719.0,38046.0,9871.0,3717.0,30515.719575279065,16848.032374455765,31431.45061482762,34116.13717771001,32072.213883070217,29985.055380329075,25711.032316887853,22572.808447672855,8655.0,5500.0,6846.0,7279.0,6804.5,5878.25,4862.5,5325.0,18958.0,11000.0,16873.0,18911.0,17310.0,15378.5,12790.0,12983.0,35000.0,22000.0,38061.0,43964.0,41000.0,37514.0,31169.5,27788.0,66361.4,35041.20000000001,72041.6,80046.40000000005,77287.80000000006,74000.0,63987.0,55722.000000000015,0.26703017084696473,0.527914637888411,0.417503016305754,0.2505125541029331,0.14860979646792635,0.0994726480285089,0.036279237294364976,0.014360056095780067
201504,13325.0,172598.0,368548.0,360907.0,395487.0,383719.0,273164.0,260454.0,3513.0,90154.0,153622.0,90601.0,59050.0,38299.0,9987.0,3788.0,30413.881867349843,16726.36836967855,31305.639797685228,34144.528901447,32128.479102455545,29922.750881224052,25641.63913087013,22336.487856388594,8633.0,5500.0,6803.0,7258.0,6778.25,5785.5,4734.0,5114.75,18903.0,11000.0,16823.5,18940.0,17361.5,15338.0,12716.0,12781.0,34313.0,21821.75,37934.5,44022.0,41148.75,37459.5,31199.5,27237.0,66289.40000000001,34766.499999999985,71768.79999999999,80111.0,77579.49999999997,73709.00000000006,63455.2,55441.70000000001,0.2636397748592871,0.5223351371394802,0.41683037216319174,0.25103697074315545,0.1493095853972444,0.09981001722614725,0.03656045452548652,0.014543834995815
201505,14232.0,172203.0,370203.0,361617.0,395932.0,384056.0,274062.0,259987.0,3642.0,88955.0,153689.0,90766.0,58993.0,38281.0,10038.0,3785.0,30412.26853377265,16599.5322578832,31145.949287196872,34107.06574047551,32146.98060786873,29736.924427261565,25767.20382546324,22224.619550858653,8500.0,5500.0,6750.0,7248.0,6723.0,5691.0,4701.75,4990.0,18489.0,11000.0,16763.0,18924.0,17353.0,15169.0,12708.0,12626.0,34396.0,21553.5,37709.0,44034.5,41205.0,37309.0,31210.25,27019.0,66046.40000000001,34449.600000000006,71373.60000000003,80101.0,77602.8,73400.0,63766.30000000001,54745.59999999996,0.25590219224283306,0.5165705591656359,0.41514790533842244,0.2510003677924434,0.14899780770435328,0.099675568146312,0.036626748691901835,0.014558420228703742
201506,12673.0,172441.0,371316.0,362230.0,396080.0,385074.0,275186.0,261593.0,2608.0,88183.0,154110.0,91289.0,59095.0,38483.0,10109.0,3805.0,29505.956671779142,16577.92495152127,31167.640140159627,34253.6285751843,32199.90835096032,29675.03107865811,25672.785933326737,22094.528252299606,8000.0,5500.0,6745.0,7258.0,6701.0,5606.0,4619.0,4844.0,17727.5,11000.0,16761.5,18938.0,17315.0,15106.0,12588.0,12430.0,33408.0,21564.5,37683.0,44128.0,41205.0,37186.0,31112.0,26948.0,65962.1,34376.600000000006,71328.0,80404.4,77820.79999999999,73396.6,63547.400000000016,54235.799999999996,0.20579184092164443,0.5113807041248891,0.415037326697476,0.25201943516550257,0.14919965663502321,0.0999366355557633,0.03673515367787605,0.014545496247988288
201507,13322.0,171679.0,371612.0,362266.0,395923.0,385595.0,275932.0,262026.0,3230.0,86487.0,153912.0,91501.0,59051.0,38558.0,10184.0,3811.0,30648.12786377709,16539.313445951415,31201.147175009097,33757.71180642834,32129.54346243078,30002.59038331864,25997.214454045563,22697.063237995277,8679.25,5500.0,6792.0,7269.0,6803.5,5801.25,4783.75,5278.0,18983.5,11000.0,16863.5,18887.0,17476.0,15431.0,12798.0,12936.0,34562.25,21500.0,37927.0,43955.0,41453.0,37719.0,31511.75,27503.5,65463.5,34314.200000000026,71531.9,79522.0,77642.0,73996.3,64340.90000000011,55828.0,0.24245608767452334,0.5037715736927638,0.414173923339397,0.252579596208311,0.14914768780798288,0.09999610990806417,0.03690764391226824,0.014544358193461717
201508,13123.0,170298.0,371880.0,362027.0,395630.0,386203.0,276718.0,262317.0,3092.0,81804.0,152912.0,90727.0,58766.0,38579.0,10224.0,3815.0,30563.81888745149,16393.525768911055,30642.81936669457,33019.333858719016,31647.265085253377,29562.815236268438,25636.67224178404,22605.815727391873,8000.0,5500.0,6645.75,7010.5,6652.0,5661.5,4656.5,5268.5,18599.0,10808.0,16575.0,18438.0,17213.5,15176.0,12692.0,12916.0,35592.5,21145.0,37272.25,43054.5,40892.75,37283.0,30970.75,27282.0,68044.1,34377.7,70235.0,77617.20000000003,76464.5,73339.20000000003,63233.200000000004,55651.99999999999,0.23561685590185172,0.48035796075115383,0.4111864042164139,0.250608380037953,0.1485377751939944,0.09989306142106612,0.03694736157387665,0.01454347221110336
201509,12618.0,172284.0,372711.0,362082.0,395523.0,386420.0,277457.0,260570.0,3057.0,83455.0,153396.0,91540.0,59567.0,38946.0,10465.0,3895.0,30584.07033038927,16385.73742735606,30518.32902422488,32636.557472143326,31559.18186244061,29376.74798438864,25527.805542283804,22358.844672657255,7515.0,5500.0,6485.0,6690.75,6500.0,5472.5,4456.0,5194.0,17750.0,10605.0,16409.0,18041.5,16974.0,14980.5,12335.0,12734.0,35000.0,21250.0,37143.0,42644.5,40850.0,37004.75,30763.0,27210.5,68083.40000000001,34482.600000000006,70043.5,77318.20000000001,76497.40000000001,73233.0,62860.0,54917.799999999996,0.24227294341417024,0.4844036590745513,0.4115682123682961,0.2528156605409824,0.1506031254819568,0.10078670876248641,0.03771755623393895,0.014947998618413479
